Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,366.4768981933594,368.6339111328125,365.39990234375,366.2615051269531,278.12054443359375,5003754
2014-01-03,366.36920166015625,373.2615051269531,365.8306884765625,369.7076110839844,280.7373046875,6462638
2014-01-06,369.4923095703125,373.36920166015625,366.15380859375,370.78460693359375,281.55511474609375,5933733
2014-01-07,368.8460998535156,380.37890625,368.28070068359375,377.3537902832031,286.5434265136719,7823083
2014-01-08,377.6769104003906,389.8590087890625,375.6307067871094,385.4306945800781,292.6766357421875,12687862
2014-01-09,387.15380859375,393.50439453125,384.24609375,387.9075927734375,294.55743408203125,12788506
2014-01-10,390.0614929199219,390.59991455078125,384.1383972167969,384.3537902832031,291.8589172363281,9668575
2014-01-13,389.3075866699219,396.4153137207031,389.09228515625,396.3075866699219,300.9360046386719,9755318
2014-01-14,389.3075866699219,399.41461181640625,388.44610595703125,398.03070068359375,302.2444152832031,8507694
2014-01-15,399.2153015136719,407.61529541015625,398.46148681640625,403.8460998535156,306.6603698730469,10451406
2014-01-16,405.6769104003906,405.9999084472656,396.4314880371094,400.076904296875,303.7982177734375,10681336
2014-01-17,396.19989013671875,399.527587890625,390.9230041503906,391.6769104003906,297.41973876953125,12492756
2014-01-20,387.6922912597656,388.3384094238281,381.3211975097656,386.61529541015625,293.5761413574219,8822458
2014-01-21,386.7229919433594,390.73779296875,385.10760498046875,386.61529541015625,293.5761413574219,5606119
2014-01-22,384.03070068359375,384.6769104003906,372.9383850097656,374.7691955566406,284.580810546875,18616514
2014-01-23,366.15380859375,382.52301025390625,366.15380859375,371.322998046875,281.9639892578125,12184955
2014-01-24,370.03070068359375,376.7076110839844,364.2153015136719,365.8306884765625,277.7933654785156,12071854
2014-01-27,364.10760498046875,367.5538024902344,353.5538024902344,357.7538146972656,271.6602478027344,16495821
2014-01-28,354.3075866699219,375.8460998535156,352.4424133300781,370.3537902832031,281.2279968261719,18048591
2014-01-29,369.9230041503906,374.230712890625,359.4768981933594,367.44610595703125,279.0200500488281,10567218
2014-01-30,366.15380859375,375.6307067871094,360.9845886230469,374.12298583984375,284.09014892578125,9765450
2014-01-31,372.7229919433594,375.19989013671875,363.3537902832031,366.15380859375,278.03875732421875,10412432
2014-02-03,366.15380859375,367.9845886230469,357.86151123046875,358.9383850097656,272.5597229003906,9705974
2014-02-04,356.46148681640625,360.7691955566406,353.230712890625,356.6769104003906,270.84246826171875,7234647
2014-02-05,356.3537902832031,359.7998962402344,354.2591857910156,356.46148681640625,270.6788635253906,14173622
2014-02-06,359.0461120605469,364.86151123046875,355.169189453125,362.7076110839844,275.4219055175781,11401455
2014-02-07,363.78460693359375,366.7998962402344,361.4153137207031,363.46148681640625,275.9943542480469,8431617
2014-02-10,366.15380859375,367.12298583984375,363.24609375,363.5692138671875,276.0760803222656,5117848
2014-02-11,365.61529541015625,369.9230041503906,363.9999084472656,369.59991455078125,280.6555480957031,8407030
2014-02-12,371.53839111328125,375.6307067871094,370.78460693359375,372.8306884765625,283.10882568359375,11551657
2014-02-13,370.5692138671875,371.7538146972656,364.53839111328125,370.3537902832031,281.2279968261719,9194868
2014-02-14,371.10760498046875,371.8678894042969,366.0461120605469,368.95379638671875,280.1648864746094,5666612
2014-02-17,369.3846130371094,380.93780517578125,369.3846130371094,378.86151123046875,287.6883544921875,9913015
2014-02-18,379.61529541015625,390.22088623046875,379.29229736328125,387.9075927734375,294.55743408203125,12638270
2014-02-19,386.29229736328125,389.95379638671875,385.7538146972656,387.0461120605469,293.90325927734375,5808901
2014-02-20,376.9230041503906,384.24609375,375.8460998535156,383.0614929199219,290.8775939941406,8236168
2014-02-21,386.7229919433594,392.53839111328125,386.7229919433594,387.7998962402344,294.47564697265625,16215818
2014-02-24,384.3537902832031,389.8460998535156,384.3537902832031,389.6307067871094,295.86590576171875,7184346
2014-02-25,388.9845886230469,390.8153076171875,387.4660949707031,390.2768859863281,296.35662841796875,9323340
2014-02-26,391.78460693359375,392.8345947265625,380.6922912597656,381.230712890625,289.4873962402344,10317156
