,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Change in Share Price
0,2014-01-02,BARC.L,273.0,274.6510009765625,268.3500061035156,271.04998779296875,205.15771484375,30563664,1.95001220703125
1,2014-01-03,BARC.L,271.25,273.9100036621094,270.3999938964844,272.8500061035156,206.52017211914065,23678963,-1.600006103515625
2,2014-01-06,BARC.L,271.54998779296875,278.6669921875,271.20001220703125,277.5,210.0397491455078,47008835,-5.95001220703125
3,2014-01-07,BARC.L,276.95001220703125,282.77801513671875,275.0,280.95001220703125,212.65103149414065,44374624,-4.0
4,2014-01-08,BARC.L,282.3500061035156,285.8999938964844,281.25,283.70001220703125,214.73252868652344,45068534,-1.350006103515625
5,2014-01-09,BARC.L,283.8999938964844,289.71099853515625,282.4779968261719,284.3999938964844,215.26235961914065,57522092,-0.5
6,2014-01-10,BARC.L,286.0,287.1369934082031,282.1990051269531,283.6000061035156,214.6568603515625,66050186,2.399993896484375
7,2014-01-13,BARC.L,286.5,294.25,286.5,291.70001220703125,220.7877197265625,57764266,-5.20001220703125
8,2014-01-14,BARC.L,287.6000061035156,293.15399169921875,286.1499938964844,291.75,220.8255615234375,39872294,-4.149993896484375
9,2014-01-15,BARC.L,293.29998779296875,298.031005859375,292.3500061035156,296.5,224.4208068847656,53319972,-3.20001220703125
10,2014-01-16,BARC.L,297.3999938964844,298.1319885253906,287.3999938964844,290.45001220703125,219.84158325195312,57678913,6.949981689453125
11,2014-01-17,BARC.L,291.3999938964844,293.0,286.5,288.6000061035156,218.44129943847656,55284460,2.79998779296875
12,2014-01-20,BARC.L,284.5,286.38299560546875,282.20001220703125,282.79998779296875,214.05133056640625,41065602,1.70001220703125
13,2014-01-21,BARC.L,283.0,285.6189880371094,279.9320068359375,280.6000061035156,212.38612365722656,49783378,2.399993896484375
14,2014-01-22,BARC.L,281.6000061035156,283.79998779296875,277.4939880371094,278.20001220703125,210.56956481933597,39777422,3.399993896484375
15,2014-01-23,BARC.L,278.0,284.54901123046875,277.21099853515625,278.8999938964844,211.0993804931641,45229210,-0.899993896484375
16,2014-01-24,BARC.L,279.29998779296875,280.885986328125,270.8389892578125,272.25,206.0659942626953,69520979,7.04998779296875
17,2014-01-27,BARC.L,272.0,275.7269897460937,268.04400634765625,269.3500061035156,203.87098693847656,48145653,2.649993896484375
18,2014-01-28,BARC.L,271.95001220703125,274.6449890136719,270.07501220703125,273.29998779296875,206.86077880859372,36437032,-1.3499755859375
19,2014-01-29,BARC.L,281.95001220703125,284.79998779296875,268.79998779296875,274.95001220703125,208.1096649169922,87001052,7.0
20,2014-01-30,BARC.L,275.0,275.8999938964844,271.6000061035156,275.04998779296875,208.1853179931641,35619563,-0.04998779296875
21,2014-01-31,BARC.L,274.3500061035156,274.3999938964844,267.54998779296875,272.5,206.2552032470703,49273966,1.850006103515625
22,2014-02-03,BARC.L,270.8500061035156,272.9649963378906,265.04998779296875,265.70001220703125,201.10836791992188,44833380,5.149993896484375
23,2014-02-04,BARC.L,264.3500061035156,268.1000061035156,263.0,264.54998779296875,200.23785400390625,45437421,-0.199981689453125
24,2014-02-05,BARC.L,263.3500061035156,268.0920104980469,261.04998779296875,264.95001220703125,200.54063415527344,36873210,-1.600006103515625
25,2014-02-06,BARC.L,266.8999938964844,271.1499938964844,265.04998779296875,269.95001220703125,204.32513427734372,44691998,-3.050018310546875
26,2014-02-07,BARC.L,271.45001220703125,273.45001220703125,269.5,271.70001220703125,205.64971923828125,39727546,-0.25
27,2014-02-10,BARC.L,272.79998779296875,277.3699951171875,271.3999938964844,275.0,208.1474456787109,51686518,-2.20001220703125
28,2014-02-11,BARC.L,276.95001220703125,278.0,255.5,264.70001220703125,200.35140991210935,162028681,12.25
29,2014-02-12,BARC.L,264.70001220703125,271.5159912109375,259.75,260.45001220703125,197.13458251953125,58225865,4.25
30,2014-02-13,BARC.L,260.29998779296875,260.875,251.1000061035156,256.3999938964844,194.0691375732422,107515456,3.899993896484375
31,2014-02-14,BARC.L,257.54998779296875,258.7179870605469,252.8000030517578,253.0,191.4956512451172,61058330,4.54998779296875
32,2014-02-17,BARC.L,253.0,257.4070129394531,253.0,256.04998779296875,193.80421447753903,72624243,-3.04998779296875
33,2014-02-18,BARC.L,257.6499938964844,262.5459899902344,252.9499969482422,261.29998779296875,197.7779083251953,52407386,-3.649993896484375
34,2014-02-19,BARC.L,259.70001220703125,261.95001220703125,254.75,255.8000030517578,196.2436370849609,43412263,3.9000091552734375
35,2014-02-20,BARC.L,253.6499938964844,256.281005859375,252.5,255.25,195.82167053222656,33880196,-1.6000061035155966
36,2014-02-21,BARC.L,256.6000061035156,258.79998779296875,256.0,258.0,197.9314422607422,42026628,-1.399993896484375
37,2014-02-24,BARC.L,257.29998779296875,260.3529968261719,256.20001220703125,259.0,198.6985626220703,37938685,-1.70001220703125
38,2014-02-25,BARC.L,259.3500061035156,259.8999938964844,254.0,257.8999938964844,197.8546600341797,58267466,1.45001220703125
39,2014-02-26,BARC.L,258.45001220703125,260.4769897460937,251.8000030517578,253.1499938964844,194.2105865478516,45055452,5.300018310546847
40,2014-02-27,BARC.L,252.1999969482422,254.6000061035156,249.6000061035156,253.8999938964844,194.78599548339844,46077553,-1.699996948242216
