,Date,Ticker,Open,High,Low,Close,Adj Close,Volume,Change in Share Price
0,2014-01-02,NWG.L,366.4768981933594,368.6339111328125,365.39990234375,366.2615051269531,278.1205139160156,5003754,0.21539306640625
1,2014-01-03,NWG.L,366.36920166015625,373.2615051269531,365.8306884765625,369.7076110839844,280.7373046875,6462638,-3.338409423828125
2,2014-01-06,NWG.L,369.4923095703125,373.36920166015625,366.15380859375,370.78460693359375,281.5551452636719,5933733,-1.29229736328125
3,2014-01-07,NWG.L,368.8460998535156,380.37890625,368.28070068359375,377.3537902832031,286.5434265136719,7823083,-8.5076904296875
4,2014-01-08,NWG.L,377.6769104003906,389.8590087890625,375.6307067871094,385.4306945800781,292.6766357421875,12687862,-7.7537841796875
5,2014-01-09,NWG.L,387.15380859375,393.50439453125,384.24609375,387.9075927734375,294.5574645996094,12788506,-0.7537841796875
6,2014-01-10,NWG.L,390.0614929199219,390.5999145507813,384.1383972167969,384.3537902832031,291.8588562011719,9668575,5.70770263671875
7,2014-01-13,NWG.L,389.3075866699219,396.4153137207031,389.09228515625,396.3075866699219,300.93603515625,9755318,-7.0
8,2014-01-14,NWG.L,389.3075866699219,399.4146118164063,388.4461059570313,398.03070068359375,302.2444152832031,8507694,-8.723114013671875
9,2014-01-15,NWG.L,399.2153015136719,407.61529541015625,398.4614868164063,403.8460998535156,306.6603698730469,10451406,-4.63079833984375
10,2014-01-16,NWG.L,405.6769104003906,405.9999084472656,396.4314880371094,400.076904296875,303.7982788085937,10681336,5.600006103515625
11,2014-01-17,NWG.L,396.1998901367188,399.527587890625,390.9230041503906,391.6769104003906,297.4197082519531,12492756,4.522979736328182
12,2014-01-20,NWG.L,387.6922912597656,388.3384094238281,381.3211975097656,386.61529541015625,293.5760803222656,8822458,1.076995849609375
13,2014-01-21,NWG.L,386.7229919433594,390.73779296875,385.1076049804688,386.61529541015625,293.5760803222656,5606119,0.107696533203125
14,2014-01-22,NWG.L,384.03070068359375,384.6769104003906,372.9383850097656,374.7691955566406,284.580810546875,18616514,9.261505126953125
15,2014-01-23,NWG.L,366.15380859375,382.5230102539063,366.15380859375,371.322998046875,281.96392822265625,12184955,-5.169189453125
16,2014-01-24,NWG.L,370.03070068359375,376.7076110839844,364.2153015136719,365.8306884765625,277.7933654785156,12071854,4.20001220703125
17,2014-01-27,NWG.L,364.1076049804688,367.5538024902344,353.5538024902344,357.7538146972656,271.66021728515625,16495821,6.353790283203182
18,2014-01-28,NWG.L,354.3075866699219,375.8460998535156,352.4424133300781,370.3537902832031,281.2279663085937,18048591,-16.04620361328125
19,2014-01-29,NWG.L,369.9230041503906,374.230712890625,359.4768981933594,367.4461059570313,279.0200500488281,10567218,2.476898193359318
20,2014-01-30,NWG.L,366.15380859375,375.6307067871094,360.9845886230469,374.12298583984375,284.09014892578125,9765450,-7.96917724609375
21,2014-01-31,NWG.L,372.7229919433594,375.1998901367188,363.3537902832031,366.15380859375,278.03875732421875,10412432,6.569183349609375
22,2014-02-03,NWG.L,366.15380859375,367.9845886230469,357.86151123046875,358.9383850097656,272.55975341796875,9705974,7.215423583984375
23,2014-02-04,NWG.L,356.46148681640625,360.7691955566406,353.230712890625,356.6769104003906,270.84246826171875,7234647,-0.215423583984375
24,2014-02-05,NWG.L,356.3537902832031,359.7998962402344,354.2591857910156,356.46148681640625,270.6788635253906,14173622,-0.107696533203125
25,2014-02-06,NWG.L,359.0461120605469,364.8615112304688,355.169189453125,362.7076110839844,275.4219055175781,11401455,-3.6614990234375
26,2014-02-07,NWG.L,363.78460693359375,366.7998962402344,361.4153137207031,363.4614868164063,275.9943542480469,8431617,0.32312011718744316
27,2014-02-10,NWG.L,366.15380859375,367.12298583984375,363.24609375,363.5692138671875,276.0761108398437,5117848,2.5845947265625
28,2014-02-11,NWG.L,365.61529541015625,369.9230041503906,363.9999084472656,369.5999145507813,280.6555480957031,8407030,-3.984619140625057
29,2014-02-12,NWG.L,371.5383911132813,375.6307067871094,370.78460693359375,372.8306884765625,283.1088256835937,11551657,-1.2922973632811932
30,2014-02-13,NWG.L,370.5692138671875,371.7538146972656,364.5383911132813,370.3537902832031,281.2279663085937,9194868,0.215423583984375
31,2014-02-14,NWG.L,371.1076049804688,371.8678894042969,366.0461120605469,368.9537963867188,280.1648864746094,5666612,2.15380859375
32,2014-02-17,NWG.L,369.3846130371094,380.9378051757813,369.3846130371094,378.8615112304688,287.6883239746094,9913015,-9.476898193359432
33,2014-02-18,NWG.L,379.61529541015625,390.2208862304688,379.2922973632813,387.9075927734375,294.5574645996094,12638270,-8.29229736328125
34,2014-02-19,NWG.L,386.2922973632813,389.9537963867188,385.7538146972656,387.0461120605469,293.9032897949219,5808901,-0.7538146972655682
35,2014-02-20,NWG.L,376.9230041503906,384.24609375,375.8460998535156,383.0614929199219,290.8775634765625,8236168,-6.13848876953125
36,2014-02-21,NWG.L,386.7229919433594,392.5383911132813,386.7229919433594,387.7998962402344,294.4756774902344,16215818,-1.076904296875
37,2014-02-24,NWG.L,384.3537902832031,389.8460998535156,384.3537902832031,389.6307067871094,295.86590576171875,7184346,-5.27691650390625
38,2014-02-25,NWG.L,388.9845886230469,390.8153076171875,387.4660949707031,390.2768859863281,296.3565979003906,9323340,-1.29229736328125
39,2014-02-26,NWG.L,391.78460693359375,392.8345947265625,380.6922912597656,381.230712890625,289.48736572265625,10317156,10.55389404296875
40,2014-02-27,NWG.L,365.076904296875,371.4306945800781,344.61529541015625,351.7229919433594,267.0807189941406,42753448,13.353912353515625
41,2014-02-28,NWG.L,350.9692077636719,355.4923095703125,343.53839111328125,353.1229858398437,268.143798828125,20398862,-2.153778076171818
42,2014-03-03,NWG.L,343.53839111328125,349.7846069335937,340.17840576171875,346.3384094238281,262.991943359375,12739141,-2.800018310546875
43,2014-03-04,NWG.L,349.9999084472656,356.7846069335937,348.7076110839844,354.95379638671875,269.5340270996094,11916186,-4.953887939453125
44,2014-03-05,NWG.L,354.09228515625,356.8923034667969,349.7846069335937,352.7998962402344,267.8983764648437,6197535,1.292388916015625
45,2014-03-06,NWG.L,355.3846130371094,358.61529541015625,352.662109375,357.86151123046875,271.7419738769531,9493422,-2.476898193359375
46,2014-03-07,NWG.L,358.1846008300781,359.2615051269531,350.9692077636719,351.8306884765625,267.1624755859375,13442789,6.353912353515625
47,2014-03-10,NWG.L,349.1383972167969,351.9383850097656,340.6307067871094,344.39990234375,261.5199279785156,13842882,4.738494873046875
48,2014-03-11,NWG.L,343.53839111328125,345.4230041503906,333.3075866699219,334.0614929199219,253.6694793701172,17895740,9.476898193359375
49,2014-03-12,NWG.L,328.6769104003906,334.5881042480469,325.5538024902344,329.53839111328125,250.2348175048828,18025029,-0.861480712890625
50,2014-03-13,NWG.L,329.53839111328125,330.0014953613281,323.076904296875,323.7229919433594,245.8188934326172,12255112,5.815399169921875
51,2014-03-14,NWG.L,323.076904296875,326.09228515625,314.0307006835937,322.53839111328125,244.91940307617188,15184804,0.53851318359375
52,2014-03-17,NWG.L,325.230712890625,328.7846069335937,319.8460998535156,326.3075866699219,247.7815704345703,10912294,-1.076873779296875
53,2014-03-18,NWG.L,324.15380859375,330.076904296875,322.322998046875,328.9999084472656,249.8259429931641,11401769,-4.846099853515625
54,2014-03-19,NWG.L,328.9999084472656,329.3768920898437,323.076904296875,324.6922912597656,246.55496215820312,7126244,4.3076171875
55,2014-03-20,NWG.L,325.6614990234375,330.9383850097656,323.61529541015625,328.7846069335937,249.6624298095703,10233437,-3.123107910156193
56,2014-03-21,NWG.L,327.3846130371094,330.61529541015625,320.0614929199219,322.10760498046875,244.59228515625,14948764,5.277008056640625
57,2014-03-24,NWG.L,323.29229736328125,330.1846008300781,319.52301025390625,326.95379638671875,248.272216796875,16409305,-3.6614990234375
58,2014-03-25,NWG.L,327.0614929199219,333.4153137207031,327.0614929199219,331.4768981933594,251.70687866210935,12295819,-4.4154052734375
59,2014-03-26,NWG.L,330.29229736328125,333.19989013671875,325.7691955566406,329.6460876464844,250.31661987304688,9280051,0.646209716796875
60,2014-03-27,NWG.L,326.6307067871094,327.169189453125,322.79791259765625,325.1229858398437,246.88198852539065,7860924,1.5077209472656818
61,2014-03-28,NWG.L,328.3537902832031,333.95379638671875,323.9588928222656,330.8306884765625,251.21612548828125,9798816,-2.476898193359375
62,2014-03-31,NWG.L,332.5538024902344,337.29229736328125,330.7229919433594,334.9230041503906,254.32366943359372,9553434,-2.36920166015625
63,2014-04-01,NWG.L,335.5692138671875,344.5528869628906,335.3537902832031,341.4923095703125,259.3120422363281,10193968,-5.923095703125
64,2014-04-02,NWG.L,342.46148681640625,348.7076110839844,341.7076110839844,347.7384033203125,264.0550231933594,8456122,-5.27691650390625
65,2014-04-03,NWG.L,347.4153137207031,348.9154968261719,340.52301025390625,341.2768859863281,259.1484375,8404985,6.138427734375
66,2014-04-04,NWG.L,341.7076110839844,344.4753112792969,339.27490234375,342.7846069335937,260.2933654785156,5596281,-1.0769958496093182
67,2014-04-07,NWG.L,339.0152893066406,341.470703125,334.9230041503906,335.9999084472656,255.14141845703125,6255286,3.015380859375
68,2014-04-08,NWG.L,336.322998046875,336.9476013183594,326.7384033203125,333.09228515625,252.93345642089844,9010748,3.230712890625
69,2014-04-09,NWG.L,334.169189453125,338.6922912597656,332.0152893066406,333.6307067871094,253.3423614501953,6024201,0.538482666015625
70,2014-04-10,NWG.L,339.230712890625,342.46148681640625,332.44610595703125,332.44610595703125,252.4428253173828,13134820,6.78460693359375
71,2014-04-11,NWG.L,330.61529541015625,332.8122863769531,323.7229919433594,329.53839111328125,250.2348175048828,11107937,1.076904296875
72,2014-04-14,NWG.L,327.169189453125,330.2362976074219,322.9692077636719,327.59991455078125,248.7628631591797,9186101,-0.43072509765625
73,2014-04-15,NWG.L,327.59991455078125,328.8923034667969,317.7998962402344,320.4923095703125,243.36569213867188,14953671,7.10760498046875
74,2014-04-16,NWG.L,324.15380859375,325.4601135253906,320.9230041503906,323.29229736328125,245.4918975830078,16103139,0.86151123046875
75,2014-04-17,NWG.L,323.5075988769531,328.07379150390625,320.8153076171875,326.19989013671875,247.69973754882807,16940508,-2.692291259765625
76,2014-04-22,NWG.L,328.24609375,328.6229858398437,324.5845947265625,325.44610595703125,247.1273651123047,14827727,2.79998779296875
77,2014-04-23,NWG.L,325.6614990234375,326.6307067871094,322.815185546875,324.2615051269531,246.22784423828125,7178229,1.399993896484375
78,2014-04-24,NWG.L,325.44610595703125,329.0107116699219,323.9383850097656,327.169189453125,248.43576049804688,17132372,-1.72308349609375
79,2014-04-25,NWG.L,329.53839111328125,330.076904296875,324.36920166015625,326.52301025390625,247.9451446533203,11999884,3.015380859375
80,2014-04-28,NWG.L,325.7691955566406,329.322998046875,317.36920166015625,318.230712890625,241.6483459472656,12298884,7.538482666015625
81,2014-04-29,NWG.L,318.7691955566406,324.5845947265625,318.7691955566406,324.36920166015625,246.3096466064453,21484768,-5.600006103515625
82,2014-04-30,NWG.L,324.15380859375,327.3846130371094,321.24609375,321.7846069335937,244.3470001220703,10203003,2.369201660156307
83,2014-05-01,NWG.L,322.6460876464844,333.8460998535156,322.6460876464844,330.1846008300781,250.7255401611328,12357582,-7.53851318359375
84,2014-05-02,NWG.L,358.61529541015625,374.5096130371094,344.61529541015625,357.2153015136719,271.2512512207031,48727744,1.399993896484375
85,2014-05-06,NWG.L,355.59991455078125,361.1998901367188,348.9230041503906,350.2153015136719,265.935791015625,14604008,5.384613037109375
86,2014-05-07,NWG.L,348.169189453125,354.09228515625,347.5823059082031,350.53839111328125,266.1811828613281,16557733,-2.36920166015625
